350	0.00E+00
351	0.00E+00
352	0.00E+00
353	0.00E+00
354	0.00E+00
355	0.00E+00
356	0.00E+00
357	0.00E+00
358	0.00E+00
359	0.00E+00
360	0.00E+00
361	0.00E+00
362	0.00E+00
363	0.00E+00
364	0.00E+00
365	0.00E+00
366	0.00E+00
367	0.00E+00
368	0.00E+00
369	0.00E+00
370	0.00E+00
371	0.00E+00
372	0.00E+00
373	0.00E+00
374	0.00E+00
375	0.00E+00
376	0.00E+00
377	0.00E+00
378	0.00E+00
379	0.00E+00
380	0.00E+00
381	0.00E+00
382	0.00E+00
383	0.00E+00
384	0.00E+00
385	0.00E+00
386	0.00E+00
387	0.00E+00
388	0.00E+00
389	0.00E+00
390	0.00E+00
391	0.00E+00
392	0.00E+00
393	0.00E+00
394	0.00E+00
395	0.00E+00
396	0.00E+00
397	0.00E+00
398	0.00E+00
399	0.00E+00
400	0.00E+00
401	0.00E+00
402	0.00E+00
403	0.00E+00
404	0.00E+00
405	0.00E+00
406	0.00E+00
407	0.00E+00
408	0.00E+00
409	0.00E+00
410	0.00E+00
411	5.15E-05
412	1.50E-04
413	2.50E-04
414	3.67E-04
415	4.87E-04
416	6.23E-04
417	8.03E-04
418	9.84E-04
419	1.20E-03
420	1.44E-03
421	1.70E-03
422	2.02E-03
423	2.33E-03
424	2.68E-03
425	3.08E-03
426	3.48E-03
427	4.00E-03
428	4.52E-03
429	5.09E-03
430	5.73E-03
431	6.37E-03
432	7.22E-03
433	8.08E-03
434	8.99E-03
435	9.99E-03
436	1.10E-02
437	1.22E-02
438	1.34E-02
439	1.47E-02
440	1.62E-02
441	1.77E-02
442	1.94E-02
443	2.11E-02
444	2.29E-02
445	2.50E-02
446	2.71E-02
447	2.93E-02
448	3.15E-02
449	3.37E-02
450	3.60E-02
451	3.83E-02
452	4.02E-02
453	4.19E-02
454	4.34E-02
455	4.48E-02
456	4.62E-02
457	4.71E-02
458	4.77E-02
459	4.82E-02
460	4.76E-02
461	4.71E-02
462	4.63E-02
463	4.54E-02
464	4.44E-02
465	4.30E-02
466	4.16E-02
467	4.02E-02
468	3.89E-02
469	3.75E-02
470	3.61E-02
471	3.48E-02
472	3.35E-02
473	3.22E-02
474	3.09E-02
475	2.99E-02
476	2.89E-02
477	2.79E-02
478	2.70E-02
479	2.61E-02
480	2.53E-02
481	2.45E-02
482	2.38E-02
483	2.31E-02
484	2.25E-02
485	2.21E-02
486	2.17E-02
487	2.13E-02
488	2.10E-02
489	2.08E-02
490	2.08E-02
491	2.07E-02
492	2.07E-02
493	2.08E-02
494	2.08E-02
495	2.10E-02
496	2.11E-02
497	2.13E-02
498	2.15E-02
499	2.17E-02
500	2.20E-02
501	2.23E-02
502	2.26E-02
503	2.29E-02
504	2.32E-02
505	2.36E-02
506	2.39E-02
507	2.42E-02
508	2.46E-02
509	2.49E-02
510	2.52E-02
511	2.54E-02
512	2.58E-02
513	2.61E-02
514	2.63E-02
515	2.65E-02
516	2.68E-02
517	2.70E-02
518	2.72E-02
519	2.74E-02
520	2.76E-02
521	2.78E-02
522	2.79E-02
523	2.80E-02
524	2.82E-02
525	2.83E-02
526	2.83E-02
527	2.84E-02
528	2.85E-02
529	2.85E-02
530	2.85E-02
531	2.85E-02
532	2.85E-02
533	2.86E-02
534	2.87E-02
535	2.87E-02
536	2.86E-02
537	2.86E-02
538	2.85E-02
539	2.85E-02
540	2.85E-02
541	2.84E-02
542	2.84E-02
543	2.82E-02
544	2.81E-02
545	2.80E-02
546	2.79E-02
547	2.78E-02
548	2.77E-02
549	2.76E-02
550	2.75E-02
551	2.74E-02
552	2.73E-02
553	2.72E-02
554	2.71E-02
555	2.70E-02
556	2.68E-02
557	2.67E-02
558	2.66E-02
559	2.65E-02
560	2.64E-02
561	2.62E-02
562	2.60E-02
563	2.59E-02
564	2.58E-02
565	2.56E-02
566	2.55E-02
567	2.54E-02
568	2.53E-02
569	2.52E-02
570	2.50E-02
571	2.48E-02
572	2.46E-02
573	2.45E-02
574	2.44E-02
575	2.43E-02
576	2.42E-02
577	2.41E-02
578	2.40E-02
579	2.39E-02
580	2.38E-02
581	2.37E-02
582	2.36E-02
583	2.35E-02
584	2.35E-02
585	2.34E-02
586	2.33E-02
587	2.33E-02
588	2.32E-02
589	2.32E-02
590	2.31E-02
591	2.30E-02
592	2.30E-02
593	2.30E-02
594	2.30E-02
595	2.29E-02
596	2.29E-02
597	2.28E-02
598	2.27E-02
599	2.27E-02
600	2.27E-02
601	2.28E-02
602	2.28E-02
603	2.28E-02
604	2.28E-02
605	2.27E-02
606	2.28E-02
607	2.28E-02
608	2.28E-02
609	2.28E-02
610	2.28E-02
611	2.28E-02
612	2.28E-02
613	2.28E-02
614	2.28E-02
615	2.29E-02
616	2.29E-02
617	2.30E-02
618	2.30E-02
619	2.29E-02
620	2.29E-02
621	2.29E-02
622	2.29E-02
623	2.28E-02
624	2.28E-02
625	2.28E-02
626	2.28E-02
627	2.28E-02
628	2.28E-02
629	2.27E-02
630	2.26E-02
631	2.25E-02
632	2.25E-02
633	2.24E-02
634	2.23E-02
635	2.22E-02
636	2.21E-02
637	2.20E-02
638	2.19E-02
639	2.18E-02
640	2.16E-02
641	2.14E-02
642	2.13E-02
643	2.12E-02
644	2.11E-02
645	2.09E-02
646	2.07E-02
647	2.06E-02
648	2.04E-02
649	2.02E-02
650	2.00E-02
651	1.98E-02
652	1.96E-02
653	1.93E-02
654	1.91E-02
655	1.89E-02
656	1.87E-02
657	1.84E-02
658	1.82E-02
659	1.79E-02
660	1.77E-02
661	1.75E-02
662	1.73E-02
663	1.70E-02
664	1.67E-02
665	1.64E-02
666	1.61E-02
667	1.59E-02
668	1.56E-02
669	1.54E-02
670	1.50E-02
671	1.47E-02
672	1.45E-02
673	1.43E-02
674	1.40E-02
675	1.37E-02
676	1.35E-02
677	1.32E-02
678	1.29E-02
679	1.26E-02
680	1.24E-02
681	1.21E-02
682	1.18E-02
683	1.16E-02
684	1.13E-02
685	1.11E-02
686	1.08E-02
687	1.05E-02
688	1.03E-02
689	1.01E-02
690	9.85E-03
691	9.64E-03
692	9.44E-03
693	9.20E-03
694	8.95E-03
695	8.74E-03
696	8.52E-03
697	8.26E-03
698	8.01E-03
699	7.82E-03
700	7.62E-03
701	7.40E-03
702	7.18E-03
703	6.96E-03
704	6.74E-03
705	6.53E-03
706	6.38E-03
707	6.24E-03
708	6.06E-03
709	5.87E-03
710	5.67E-03
711	5.51E-03
712	5.39E-03
713	5.23E-03
714	5.03E-03
715	4.88E-03
716	4.75E-03
717	4.61E-03
718	4.45E-03
719	4.26E-03
720	4.09E-03
721	3.91E-03
722	3.78E-03
723	3.66E-03
724	3.56E-03
725	3.46E-03
726	3.37E-03
727	3.25E-03
728	3.10E-03
729	2.93E-03
730	2.78E-03
731	2.69E-03
732	2.62E-03
733	2.55E-03
734	2.44E-03
735	2.31E-03
736	2.27E-03
737	2.18E-03
738	2.04E-03
739	1.94E-03
740	1.86E-03
741	1.75E-03
742	1.66E-03
743	1.61E-03
744	1.55E-03
745	1.48E-03
746	1.38E-03
747	1.28E-03
748	1.18E-03
749	1.13E-03
750	1.07E-03
751	1.02E-03
752	1.00E-03
753	9.89E-04
754	9.17E-04
755	8.29E-04
756	7.27E-04
757	7.08E-04
758	6.38E-04
759	5.02E-04
760	5.07E-04
761	5.05E-04
762	4.55E-04
763	4.11E-04
764	3.90E-04
765	4.25E-04
766	3.64E-04
767	2.84E-04
768	2.31E-04
769	1.60E-04
770	1.17E-04
771	1.60E-04
772	6.28E-05
773	0.00E+00
774	0.00E+00
775	0.00E+00
776	0.00E+00
777	0.00E+00
778	0.00E+00
779	0.00E+00
780	0.00E+00
781	0.00E+00
782	0.00E+00
783	0.00E+00
784	0.00E+00
785	0.00E+00
786	0.00E+00
787	0.00E+00
788	0.00E+00
789	0.00E+00
790	0.00E+00
791	0.00E+00
792	0.00E+00
793	0.00E+00
794	0.00E+00
795	0.00E+00
796	0.00E+00
797	0.00E+00
798	0.00E+00
799	0.00E+00
800	0.00E+00
